"prov_name","yr","vacrt_eff"
"Sichuan",2014,0.93623830729723
"Jiangxi",1990,0.813107851816476
"Jiangxi",1991,0.820397345516733
"Jiangxi",1992,0.827497184807727
"Jiangxi",1993,0.834403697518145
"Jiangxi",1994,0.841114032210026
"Jiangxi",1995,0.847626128791633
"Jiangxi",1996,0.853938684220018
"Jiangxi",1997,0.860051114100195
"Jiangxi",1998,0.865963510978606
"Jiangxi",1999,0.871676600104379
"Jiangxi",2000,0.877191693394751
"Jiangxi",2001,0.882510642293767
"Jiangxi",2002,0.887635790158085
"Jiangxi",2003,0.892569924743021
"Jiangxi",2004,0.897316231297735
"Jiangxi",2005,0.901878246712909
"Jiangxi",2006,0.906259815098823
"Jiangxi",2007,0.910465045107994
"Jiangxi",2008,0.914498269255647
"Jiangxi",2009,0.918364005434023
"Jiangxi",2010,0.922066920763767
"Jiangxi",2011,0.925611797877581
"Jiangxi",2012,0.929003503688473
"Jiangxi",2013,0.932246960657149
"Jiangxi",2014,0.935347120540483
"Qinghai",1990,0.820274568277805
"Qinghai",1991,0.82700535108536
"Qinghai",1992,0.833565363662707
"Qinghai",1993,0.839951455453099
"Qinghai",1994,0.846161190152281
"Qinghai",1995,0.852192820113964
"Qinghai",1996,0.85804525649665
"Qinghai",1997,0.863718035851894
"Qinghai",1998,0.869211283846151
"Qinghai",1999,0.874525676787266
"Qinghai",2000,0.879662401594558
"Qinghai",2001,0.884623114810336
"Qinghai",2002,0.889409901202812
"Qinghai",2003,0.894025232457652
"Qinghai",2004,0.898471926399724
"Qinghai",2005,0.902753107129682
"Qinghai",2006,0.906872166403299
"Qinghai",2007,0.910832726526121
"Qinghai",2008,0.914638604983199
"Qinghai",2009,0.91829378097398
"Qinghai",2010,0.92180236397663
"Qinghai",2011,0.92516856442442
"Qinghai",2012,0.928396666539569
"Qinghai",2013,0.9314910033372
"Qinghai",2014,0.934455933783736
"Guangxi",1990,0.827441284739134
"Guangxi",1991,0.833605613199484
"Guangxi",1992,0.839618687642965
"Guangxi",1993,0.845477906810719
"Guangxi",1994,0.851181272028512
"Guangxi",1995,0.856727365588545
"Guangxi",1996,0.862115325556751
"Guangxi",1997,0.867344817593556
"Guangxi",1998,0.872416004369387
"Guangxi",1999,0.877329513138563
"Guangxi",2000,0.882086402008139
"Guangxi",2001,0.886688125403829
"Guangxi",2002,0.891136499194872
"Guangxi",2003,0.895433665895455
"Guangxi",2004,0.899582060313524
"Guangxi",2005,0.903584375970044
"Guangxi",2006,0.90744353256409
"Guangxi",2007,0.911162644712718
"Guangxi",2008,0.91474499215018
"Guangxi",2009,0.918193991529334
"Guangxi",2010,0.921513169929661
"Guangxi",2011,0.924706140141284
"Guangxi",2012,0.927776577763148
"Guangxi",2013,0.930728200125989
"Guangxi",2014,0.933564747026988
"Tibet",1990,0.834608001200462
"Tibet",1991,0.840194685078628
"Tibet",1992,0.84565054451979
"Tibet",1993,0.850973567568759
"Tibet",1994,0.85616222569123
"Tibet",1995,0.86121545639747
"Tibet",1996,0.866132643022545
"Tibet",1997,0.870913592131297
"Tibet",1998,0.875558509010933
"Tibet",1999,0.88006797170003
"Tibet",2000,0.884442903981191
"Tibet",2001,0.888684547737185
"Tibet",2002,0.892794435038313
"Tibet",2003,0.896774360293533
"Tibet",2004,0.900626352760628
"Tibet",2005,0.904352649672643
"Tibet",2006,0.907955670199894
